CPU_App_Time_s
0.349878
0.00562
0.0029746
0.002876
0.0031963
0.0030227
0.003559
0.0044697
0.0017899
0.0029369
0.0031249
0.0027239
0.0038958
0.0019401
0.0026966
0.0030693
0.0031608
0.0030895
0.0058696
0.0028583
0.0032752
0.0029737
0.0055625
0.0032266
0.0032745
0.0031655
0.0029711
0.0052769
0.0029722
0.0030515
0.0033262
0.0045243
0.0028292
0.0034069
0.0030859
0.0035375
0.0031162
0.0053358
0.0031463
0.0031466
0.0057464
0.003619
0.0032612
0.0031224
0.0031807
0.0030475
0.0054964
0.0026736
0.003073
0.002707
0.0050831
0.0031947
0.0027869
0.0026467
0.002705
0.0052374
0.0026452
0.0025842
0.002602
0.0025104
0.0048961
0.0022335
0.0025897
0.0023185
0.0027268
0.0027802
0.005175
0.0026935
0.0023137
0.0021445
0.0023951
0.0044414
0.0023796
0.0025119
0.0022636
0.0023772
0.0029149
0.0054529
0.002456
0.0025452
0.0023258
0.0028
0.0028899
0.0051853
0.0030055
0.0026347
0.0025297
0.0025388
0.00489
0.0022423
0.0025391
0.0024772
0.0027209
0.0046209
0.0023456
0.0024613
0.0023332
0.0023964
0.0023732
0.0035344
0.0052143
0.0029074
0.0026586
0.0032776
0.00329
0.0052659
0.0027688
0.0030179
0.0032478
0.005757
0.0022316
0.0024445
0.0028245
0.0028369
0.0042346
0.0022379
0.002213
0.002332
0.0024357
0.0026169
0.0051153
0.0023111
0.0021101
0.0025
0.0024118
0.002813
0.0046514
0.00248
0.0025361
0.0025125
0.0025766
0.0029454
0.004951
0.0022621
0.0024932
0.0022468
0.0023973
0.0046392
0.0023156
0.0024907
0.0023324
0.0027497
0.002585
0.005114
0.0026221
0.0023759
0.0023496
0.0023485
0.0026161
0.004372
0.0025583
0.0023285
0.0023758
0.0023487
0.0028656
0.0049717
0.0023367
0.0025638
0.0022139
0.002478
0.0046629
0.0023581
0.0023427
0.0022189
0.0024162
0.0025355
0.0024568
0.0047753
0.0024124
0.0023123
0.0023218
0.0024084
0.0051881
0.0031511
0.0029227
0.0029377
0.0028894
0.0028672
0.0053133
0.0030163
0.0028112
0.002896
0.0038973
0.0045624
0.0026202
0.0023213
0.0025763
0.0025607
0.0050372
0.0026536
0.0023953
0.0023997
0.0027091
0.004844
0.0024773
0.0023403
0.0024222
0.0023486
0.0028777
0.0047333
0.0023356
0.0024122
0.0023261
0.0026523
0.0025891
0.0043856
0.002404
0.0023216
0.0028856
0.002701
0.0025777
0.0048007
0.0023639
0.0024047
0.0023224
0.0028587
0.0055148
0.0024598
0.0030028
0.0030221
0.0032632
0.0024388
0.0053237
0.0027347
0.0022746
0.0024952
0.0047058
0.0023621
0.0025038
0.0023429
0.0023317
0.002458
0.0028759
0.0051465
0.0028583
0.0028524
0.003307
0.0041461
0.0036159
0.0024334
0.0025043
0.0023354
0.0025844
0.0061546
0.0028134
0.0031858
0.0028742
0.0031786
0.0054426
0.0028643
0.002958
0.0031779
0.0033002
0.0057482
0.0033093
0.0030473
0.0033516
0.0052594
0.0027063
0.0027402
0.0027469
0.0028658
0.0053038
0.0029049
0.0029923
0.0026353
0.0029366
0.0045278
0.0026321
0.002827
0.0024488
0.0027157
0.0027665
0.0052051
0.0026397
0.0024371
0.0026841
0.002843
0.0046391
0.0033389
0.0024368
0.0026329
0.0030251
0.0052956
0.0026886
0.0024534
0.0027081
0.0027281
0.0048346
0.0028379
0.0025601
0.0029344
0.0027626
0.0034413
0.0042999
0.0022818
0.0027514
0.0029458
0.0029937
0.0044685
0.0030473
0.00265
0.002541
0.0028188
0.0053255
0.0028617
0.002766
0.0031089
0.0033869
0.0053164
0.0032926
0.0027846
0.0029878
0.0031689
0.0053785
0.002942
0.0030045
0.0031578
0.0034407
0.0053094
0.0030094
0.0025807
0.0029802
0.0052725
0.0025791
0.0027949
0.0024805
0.0027602
0.0047162
0.0024501
0.0027886
0.0026633
0.0024593
0.0026751
0.0046682
0.0026698
0.0022813
0.0023087
0.0024003
0.0024291
0.004409
0.0024102
0.0023248
0.0023051
0.002329
0.0026372
0.004824
0.0023041
0.0023189
0.0022878
0.0022868
0.0025826
0.0046066
0.0022885
0.0022919
0.0023377
0.0022839
0.0026696
0.0047313
0.0023816
0.0023589
0.0023085
0.0022897
0.0026187
0.0051185
0.0029298
0.0022843
0.002243
0.0026057
0.0025958
0.0047784
0.0022658
0.0023078
0.0021786
0.0024843
0.0030617
0.0051544
0.0025365
0.0029956
0.0028604
0.0028774
0.0057269
0.0028044
0.0028291
0.0032547
0.0031068
0.0047314
0.0021937
0.002304
0.0026825
0.0024324
0.0048224
0.0024028
0.0022381
0.0027235
0.0021803
0.0023802
0.0041307
0.0023941
0.0023185
0.0026429
0.0024815
0.0027255
0.0046378
0.002391
0.0024868
0.0025285
0.0029911
0.0026231
0.0044925
0.0026268
0.0026466
0.002265
0.0024826
0.0023233
0.0047911
0.0030646
0.002852
0.0025575
0.0028042
0.0048142
0.0028093
0.0035027
0.0030439
0.003142
0.0053189
0.0029824
0.0027647
0.0029113
0.0048551
0.0025228
0.0028759
0.0029389
0.0022888
0.0027228
0.0045919
0.0022972
0.0023532
0.0023335
0.0024008
0.0025256
0.0043195
0.0024276
0.0025282
0.0032437
0.0028007
0.0027319
0.0055355
0.0028399
0.0026645
0.0027238
0.0028724
0.0051379
0.0030329
0.0030596
0.002309
0.0024888
0.0047691
0.0024888
0.0023888
0.0023336
0.0027079
0.004724
0.0027119
0.0026745
0.0024075
0.0023749
0.0026246
0.0051278
0.0024561
0.0023796
0.0024064
0.0023422
0.0026582
0.0044549
0.0025548
0.0024529
0.0024414
0.0025977
0.002697
0.0053064
0.0025166
0.0025754
0.00234
0.0026962
0.0050271
0.0024475
0.0023678
0.0025929
0.0025657
0.0030143
0.004928
0.002516
0.0023967
0.0022719
0.0027845
0.0023495
0.0043077
0.0022594
0.0023
0.0021589
0.0024094
0.0025723
0.0044838
0.0021703
0.0023491
0.0024473
0.0027015
0.004571
0.0023027
0.0023807
0.0024006
0.0025548
0.002346
0.0026465
0.0044569
0.0023312
0.0023962
0.0027165
0.0031415
0.00519
0.0029502
0.003126
0.0033788
0.0030965
0.004932
0.0031289
0.0031567
0.0030001
0.0024971
0.0041424
0.0024208
0.0025488
0.0024172
0.0023993
0.0026671
0.0045908
0.002494
0.0022748
0.0023724
0.0027756
0.0045813
0.0023469
0.0024806
0.0023748
0.0027383
0.0023481
0.0036028
0.0047176
0.0021885
0.0024366
0.0024875
0.0023904
0.0046838
0.0022788
0.002407
0.0023832
0.0024478
0.0025258
0.0048006
0.0023346
0.0024376
0.0024574
0.0024137
0.0027304
0.0049718
0.0025171
0.0024227
0.0024221
0.0026868
0.0038928
0.0041965
0.0024493
0.0023482
0.0024303
0.0025635
0.0041319
0.0023919
0.0023913
0.0024055
0.0024061
0.0028379
0.0025049
0.0046107
0.0023057
0.0023016
0.0023375
0.003869
0.0033226
0.0023397
0.0023547
0.0023957
0.0024165
0.0026436
0.0053947
0.0025926
0.0025928
0.0024896
0.0027974
0.004716
0.0026988
0.0027725
0.0027605
0.0027508
0.0024755
0.0046398
0.0023563
0.00231
0.0024564
0.0026527
0.0045153
0.002352
0.0023426
0.0023403
0.0022959
0.0021989
0.0027735
0.0044892
0.0023203
0.0023903
0.0025049
0.0023326
0.0025005
0.0041583
0.0021691
0.002326
0.0024316
0.0022924
0.0023032
0.0047741
0.00232
0.0023043
0.0022788
0.0024153
0.0021936
0.0043731
0.0023467
0.0024677
0.0023269
0.002393
0.0021755
0.0024654
0.004545
0.0025727
0.0023718
0.0023263
0.0023221
0.0045284
0.0022626
0.0022779
0.0023289
0.0023882
0.0022915
0.0027177
0.0046981
0.0024618
0.0023298
0.0023737
0.0023541
0.0024775
0.0044137
0.0023444
0.0023906
0.0023779
0.0023375
0.0026023
0.0046489
0.0023731
0.0023761
0.0024133
0.0023845
0.0024861
0.0048269
0.0028016
0.0023887
0.002457
0.0026868
0.0033665
0.0048993
0.0026998
0.0027022
0.0026944
0.0025474
0.0042395
0.0022613
0.0022147
0.0023472
0.0025012
0.0025723
0.0044811
0.0022348
0.0022841
0.0022698
0.0024233
0.0026918
0.0040966
0.002202
0.002374
0.0022868
0.0021983
0.0022337
0.0049248
0.0022876
0.0022796
0.002217
0.0024136
0.0021849
0.0043262
0.0022961
0.0023194
0.0022957
0.0029972
0.0022317
0.0024285
